,Datos,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica
0,-0.0125,-0.0216,2.5,50.0,0.0
1,-0.012490000000000001,-0.02,,,
2,-0.012480000000000002,-0.016800000000000002,,,
3,-0.01247,-0.027200000000000002,,,
4,-0.01246,-0.0352,,,
5,-0.012450000000000001,-0.0344,,,
6,-0.012440000000000001,-0.0304,,,
7,-0.01243,-0.0328,,,
8,-0.01242,-0.028800000000000003,,,
9,-0.012410000000000001,-0.0304,,,
10,-0.012400000000000001,-0.028,,,
11,-0.01239,-0.0264,,,
12,-0.01238,-0.024800000000000003,,,
13,-0.01237,-0.0224,,,
14,-0.012360000000000001,-0.028800000000000003,,,
15,-0.01235,-0.0216,,,
16,-0.01234,-0.019200000000000002,,,
17,-0.01233,-0.0216,,,
18,-0.012320000000000001,-0.019200000000000002,,,
19,-0.012310000000000001,-0.024,,,
20,-0.0123,-0.0216,,,
21,-0.01229,-0.019200000000000002,,,
22,-0.012280000000000001,-0.02,,,
23,-0.012270000000000001,-0.0264,,,
24,-0.01226,-0.0296,,,
25,-0.01225,-0.038400000000000004,,,
26,-0.012240000000000001,-0.0376,,,
27,-0.012230000000000001,-0.0376,,,
28,-0.01222,-0.0352,,,
29,-0.01221,-0.0296,,,
30,-0.0122,-0.0328,,,
31,-0.012190000000000001,-0.0296,,,
32,-0.01218,-0.027200000000000002,,,
33,-0.01217,-0.027200000000000002,,,
34,-0.01216,-0.02,,,
35,-0.012150000000000001,-0.024,,,
36,-0.012140000000000001,-0.0224,,,
37,-0.01213,-0.02,,,
38,-0.01212,-0.020800000000000003,,,
39,-0.012110000000000001,-0.020800000000000003,,,
40,-0.012100000000000001,-0.02,,,
41,-0.01209,-0.0176,,,
42,-0.01208,-0.016800000000000002,,,
43,-0.01207,-0.016800000000000002,,,
44,-0.012060000000000001,-0.016800000000000002,,,
45,-0.01205,-0.013600000000000001,,,
46,-0.01204,-0.027200000000000002,,,
47,-0.01203,-0.0264,,,
48,-0.012020000000000001,-0.0256,,,
49,-0.01201,-0.0256,,,
50,-0.012,-0.023200000000000002,,,
51,-0.01199,-0.0224,,,
52,-0.011980000000000001,-0.0224,,,
53,-0.011970000000000001,-0.020800000000000003,,,
54,-0.01196,-0.0224,,,
55,-0.01195,-0.0184,,,
56,-0.011940000000000001,-0.019200000000000002,,,
57,-0.011930000000000001,-0.016,,,
58,-0.01192,-0.016800000000000002,,,
59,-0.01191,-0.02,,,
60,-0.0119,-0.012,,,
61,-0.011890000000000001,-0.013600000000000001,,,
62,-0.01188,-0.014400000000000001,,,
63,-0.01187,-0.014400000000000001,,,
64,-0.01186,-0.0056,,,
65,-0.011850000000000001,-0.016800000000000002,,,
66,-0.01184,-0.0176,,,
67,-0.01183,-0.0184,,,
68,-0.01182,-0.016,,,
69,-0.011810000000000001,-0.009600000000000001,,,
70,-0.011800000000000001,-0.0152,,,
71,-0.01179,-0.0184,,,
72,-0.01178,-0.0176,,,
73,-0.011770000000000001,-0.0152,,,
74,-0.011760000000000001,-0.008,,,
75,-0.01175,-0.014400000000000001,,,
76,-0.01174,-0.012,,,
77,-0.01173,-0.013600000000000001,,,
78,-0.011720000000000001,-0.012,,,
79,-0.01171,-0.007200000000000001,,,
80,-0.0117,-0.012,,,
81,-0.01169,-0.016,,,
82,-0.011680000000000001,-0.013600000000000001,,,
83,-0.01167,-0.013600000000000001,,,
84,-0.01166,-0.016,,,
85,-0.01165,-0.0152,,,
86,-0.011640000000000001,-0.019200000000000002,,,
87,-0.011630000000000001,-0.0184,,,
88,-0.01162,-0.02,,,
89,-0.01161,-0.0216,,,
90,-0.011600000000000001,-0.0184,,,
91,-0.011590000000000001,-0.016800000000000002,,,
92,-0.01158,-0.016800000000000002,,,
93,-0.01157,-0.014400000000000001,,,
94,-0.01156,-0.0112,,,
95,-0.011550000000000001,-0.012,,,
96,-0.01154,-0.012,,,
97,-0.01153,-0.0128,,,
98,-0.01152,-0.013600000000000001,,,
99,-0.011510000000000001,-0.007200000000000001,,,
100,-0.0115,-0.0128,,,
101,-0.01149,-0.0128,,,
102,-0.01148,-0.0112,,,
103,-0.011470000000000001,-0.0152,,,
104,-0.011460000000000001,-0.020800000000000003,,,
105,-0.01145,-0.020800000000000003,,,
106,-0.01144,-0.0184,,,
