,Datos,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica
0,-0.0125,-0.02,2.5,50.0,0.0
1,-0.012490000000000001,-0.024800000000000003,,,
2,-0.012480000000000002,-0.024,,,
3,-0.01247,-0.0256,,,
4,-0.01246,-0.024,,,
5,-0.012450000000000001,-0.036000000000000004,,,
6,-0.012440000000000001,-0.0352,,,
7,-0.01243,-0.0296,,,
8,-0.01242,-0.0368,,,
9,-0.012410000000000001,-0.0352,,,
10,-0.012400000000000001,-0.04,,,
11,-0.01239,-0.046400000000000004,,,
12,-0.01238,-0.044000000000000004,,,
13,-0.01237,-0.0432,,,
14,-0.012360000000000001,-0.0448,,,
15,-0.01235,-0.0432,,,
16,-0.01234,-0.0408,,,
17,-0.01233,-0.038400000000000004,,,
18,-0.012320000000000001,-0.0424,,,
19,-0.012310000000000001,-0.0392,,,
20,-0.0123,-0.0448,,,
21,-0.01229,-0.041600000000000005,,,
22,-0.012280000000000001,-0.0376,,,
23,-0.012270000000000001,-0.0376,,,
24,-0.01226,-0.0344,,,
25,-0.01225,-0.0344,,,
26,-0.012240000000000001,-0.04,,,
27,-0.012230000000000001,-0.0376,,,
28,-0.01222,-0.0368,,,
29,-0.01221,-0.033600000000000005,,,
30,-0.0122,-0.033600000000000005,,,
31,-0.012190000000000001,-0.0304,,,
32,-0.01218,-0.0304,,,
33,-0.01217,-0.0296,,,
34,-0.01216,-0.033600000000000005,,,
35,-0.012150000000000001,-0.0368,,,
36,-0.012140000000000001,-0.0304,,,
37,-0.01213,-0.038400000000000004,,,
38,-0.01212,-0.0376,,,
39,-0.012110000000000001,-0.033600000000000005,,,
40,-0.012100000000000001,-0.031200000000000002,,,
41,-0.01209,-0.0328,,,
42,-0.01208,-0.032,,,
43,-0.01207,-0.033600000000000005,,,
44,-0.012060000000000001,-0.0328,,,
45,-0.01205,-0.0304,,,
46,-0.01204,-0.028800000000000003,,,
47,-0.01203,-0.0264,,,
48,-0.012020000000000001,-0.024800000000000003,,,
49,-0.01201,-0.028800000000000003,,,
50,-0.012,-0.028800000000000003,,,
51,-0.01199,-0.028800000000000003,,,
52,-0.011980000000000001,-0.032,,,
53,-0.011970000000000001,-0.0304,,,
54,-0.01196,-0.027200000000000002,,,
55,-0.01195,-0.0224,,,
56,-0.011940000000000001,-0.024,,,
57,-0.011930000000000001,-0.0256,,,
58,-0.01192,-0.024800000000000003,,,
59,-0.01191,-0.0224,,,
60,-0.0119,-0.0216,,,
61,-0.011890000000000001,-0.020800000000000003,,,
62,-0.01188,-0.019200000000000002,,,
63,-0.01187,-0.0176,,,
64,-0.01186,-0.016800000000000002,,,
65,-0.011850000000000001,-0.016800000000000002,,,
66,-0.01184,-0.0176,,,
67,-0.01183,-0.02,,,
68,-0.01182,-0.020800000000000003,,,
69,-0.011810000000000001,-0.02,,,
70,-0.011800000000000001,-0.028,,,
71,-0.01179,-0.024,,,
72,-0.01178,-0.023200000000000002,,,
73,-0.011770000000000001,-0.02,,,
74,-0.011760000000000001,-0.019200000000000002,,,
75,-0.01175,-0.019200000000000002,,,
76,-0.01174,-0.0184,,,
77,-0.01173,-0.0184,,,
78,-0.011720000000000001,-0.0152,,,
79,-0.01171,-0.016800000000000002,,,
80,-0.0117,-0.028,,,
81,-0.01169,-0.0344,,,
82,-0.011680000000000001,-0.031200000000000002,,,
83,-0.01167,-0.0304,,,
84,-0.01166,-0.0304,,,
