,Datos,Tiempo,Tiempo de integración [ms],Polarizacion grande,Polarizacion chica,Resistencia
0,-0.025,0.00048000000000000007,5.0,60.0,0.0,50.0
1,-0.024980000000000002,0.00072,,,,
2,-0.024960000000000003,0.0004,,,,
3,-0.02494,0.00072,,,,
4,-0.02492,0.0010400000000000001,,,,
5,-0.024900000000000002,0.00048000000000000007,,,,
6,-0.024880000000000003,0.0005600000000000001,,,,
7,-0.02486,0.00032,,,,
8,-0.02484,0.00064,,,,
9,-0.024820000000000002,0.0009600000000000001,,,,
10,-0.024800000000000003,0.00024000000000000003,,,,
11,-0.02478,0.0010400000000000001,,,,
12,-0.02476,0.0008,,,,
13,-0.02474,0.00048000000000000007,,,,
14,-0.024720000000000002,0.00088,,,,
15,-0.0247,0.00088,,,,
16,-0.02468,0.00032,,,,
17,-0.02466,0.0008,,,,
18,-0.024640000000000002,0.00024000000000000003,,,,
19,-0.024620000000000003,0.00048000000000000007,,,,
20,-0.0246,0.0005600000000000001,,,,
21,-0.02458,0.00048000000000000007,,,,
22,-0.024560000000000002,0.00016,,,,
23,-0.024540000000000003,0.00088,,,,
24,-0.02452,0.00032,,,,
25,-0.0245,0.00032,,,,
26,-0.024480000000000002,0.0005600000000000001,,,,
27,-0.024460000000000003,0.00024000000000000003,,,,
28,-0.02444,0.00048000000000000007,,,,
29,-0.02442,0.0005600000000000001,,,,
30,-0.0244,0.00072,,,,
31,-0.024380000000000002,0.00048000000000000007,,,,
32,-0.02436,0.00048000000000000007,,,,
33,-0.02434,0.00048000000000000007,,,,
34,-0.02432,0.00016,,,,
35,-0.024300000000000002,0.00048000000000000007,,,,
36,-0.024280000000000003,0.0005600000000000001,,,,
37,-0.02426,0.00024000000000000003,,,,
38,-0.02424,0.00024000000000000003,,,,
39,-0.024220000000000002,0.00064,,,,
40,-0.024200000000000003,0.00072,,,,
41,-0.02418,0.0010400000000000001,,,,
42,-0.02416,0.00032,,,,
43,-0.02414,0.00088,,,,
44,-0.024120000000000003,0.00032,,,,
45,-0.0241,0.00072,,,,
46,-0.02408,0.0004,,,,
47,-0.02406,0.00072,,,,
48,-0.024040000000000002,0.00048000000000000007,,,,
49,-0.02402,0.00064,,,,
50,-0.024,0.00072,,,,
51,-0.02398,0.00064,,,,
52,-0.023960000000000002,0.00072,,,,
53,-0.023940000000000003,0.00064,,,,
54,-0.02392,0.0004,,,,
55,-0.0239,0.00032,,,,
56,-0.023880000000000002,0.00064,,,,
57,-0.023860000000000003,0.00048000000000000007,,,,
58,-0.02384,0.00072,,,,
59,-0.02382,0.0004,,,,
60,-0.0238,0.00072,,,,
61,-0.023780000000000003,0.00032,,,,
62,-0.02376,0.00072,,,,
63,-0.02374,0.00016,,,,
64,-0.02372,0.00048000000000000007,,,,
65,-0.023700000000000002,0.0008,,,,
66,-0.02368,8e-05,,,,
67,-0.02366,0.0005600000000000001,,,,
68,-0.02364,0.0004,,,,
69,-0.023620000000000002,0.0004,,,,
70,-0.023600000000000003,0.00088,,,,
71,-0.02358,0.00064,,,,
72,-0.02356,0.0005600000000000001,,,,
73,-0.023540000000000002,0.0008,,,,
74,-0.023520000000000003,0.00024000000000000003,,,,
75,-0.0235,8e-05,,,,
76,-0.02348,0.00024000000000000003,,,,
77,-0.02346,0.00024000000000000003,,,,
78,-0.023440000000000003,0.0008,,,,
79,-0.02342,0.00064,,,,
80,-0.0234,0.0008,,,,
81,-0.02338,0.00048000000000000007,,,,
82,-0.023360000000000002,0.0005600000000000001,,,,
83,-0.02334,0.00024000000000000003,,,,
84,-0.02332,0.0004,,,,
85,-0.0233,0.0009600000000000001,,,,
86,-0.023280000000000002,0.00064,,,,
87,-0.023260000000000003,0.00024000000000000003,,,,
88,-0.02324,0.0004,,,,
89,-0.02322,0.00064,,,,
90,-0.023200000000000002,0.00072,,,,
